PlayerName,Appearances,Wins,Losses,Saves,PenaltiesSaved,Punches,HighClaims,Catches,SweeperClearances,ThrowOuts,GoalKicks,CleanSheets,GoalsConceded,ErrorsLeadingToGoal,OwnGoals,YellowCards,RedCards,Fouls,Goals,Assists,Passes,PassesPerMatch,AccurateLongBalls,Tackles,TackleSuccess%,LastManTackles,BlockedShots,Interceptions,Clearances,HeadedClearance,ClearancesOffLine,Recoveries,DuelsWon,DuelsLost,Successful5050s,AerialBattlesWon,AerialBattlesLost,BigChancesCreated,Crosses,CrossAccuracy%,ThroughBalls,GoalsPerMatch,HeadedGoals,GoalsWithRightFoot,GoalsWithLeftFoot,PenaltiesScored,FreekicksScored,Shots,ShotsOnTarget,ShootingAccuracy%,HitWoodwork,BigChancesMissed,Offsides
Aaron  Keto-Diyawa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario  Lemina ,35,11,17,0,0,0,0,0,0,0,0,0,0,0,0,10,1,43,4,1,"1,439",41.11,59,90,64%,0,14,41,56,28,0,199,174,146,25,35,42,3,15,27%,8,0.11,3,1,0,0,0,48,18,38%,1,4,8
Pablo  Sarabia ,30,12,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,4,7,829,27.63,33,20,65%,0,15,10,6,3,0,90,69,110,17,7,22,9,131,29%,9,0.13,1,0,3,2,0,46,18,39%,0,4,9
João  Gomes ,34,13,15,0,0,0,0,0,0,0,0,0,0,0,0,11,0,66,2,1,"1,237",36.38,31,128,58%,0,11,18,29,16,0,183,211,211,26,19,26,2,25,48%,7,0.06,1,1,0,0,0,26,8,31%,2,1,1
Boubacar  Traoré ,24,6,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,0,443,18.46,15,35,66%,0,4,5,7,2,0,62,55,72,10,6,17,0,6,50%,0,0.00,0,0,0,0,0,11,1,9%,0,0,1
Tommy  Doyle ,26,8,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,911,35.04,75,26,50%,0,2,12,17,9,0,93,31,31,1,0,4,1,28,21%,2,0.00,0,0,0,0,0,14,3,21%,0,0,0
Jean-Ricner  Bellegarde ,22,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,1,281,12.77,5,17,59%,0,5,8,13,6,0,41,66,78,17,8,27,1,30,10%,1,0.09,0,2,0,0,0,15,5,33%,0,0,2
Matthew  Whittingham ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Tawanda  Chirewa ,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,53,6.63,1,7,43%,0,1,1,0,0,0,3,11,13,1,1,3,0,4,50%,0,0.00,0,0,0,0,0,3,1,33%,0,0,1
Harvey  Griffiths ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Temple  Ojinnaka ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Pedro  Neto ,20,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,2,9,589,29.45,0,7,0,0,8,5,2,0,0,0,0,0,0,0,0,7,115,0,0,0.10,0,0,2,0,0,36,12,33%,3,2,2
Hwang  Hee-Chan ,29,11,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,31,12,3,530,18.28,0,20,0,0,10,10,8,3,0,0,0,0,0,0,0,4,11,0,0,0.41,2,8,2,1,0,45,18,40%,2,8,15
Nathan  Fraser ,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,42,6.00,0,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,3,2,67%,0,1,0
Matheus  Cunha ,32,10,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,31,12,7,786,24.56,0,30,0,0,15,13,20,10,0,0,0,0,0,0,0,7,24,0,0,0.38,2,9,1,1,0,73,38,52%,3,6,4
Emilio  Ballard-Matthews ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Enso  González ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Ty  Barnett ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Noha  Lemina ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Wesley  Okoduwa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Leon  Chiwome ,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,7.33,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,2,0,0%,0,0,2
Fletcher  Holman ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
