PlayerName,Appearances,Wins,Losses,Saves,PenaltiesSaved,Punches,HighClaims,Catches,SweeperClearances,ThrowOuts,GoalKicks,CleanSheets,GoalsConceded,ErrorsLeadingToGoal,OwnGoals,YellowCards,RedCards,Fouls,Goals,Assists,Passes,PassesPerMatch,AccurateLongBalls,Tackles,TackleSuccess%,LastManTackles,BlockedShots,Interceptions,Clearances,HeadedClearance,ClearancesOffLine,Recoveries,DuelsWon,DuelsLost,Successful5050s,AerialBattlesWon,AerialBattlesLost,BigChancesCreated,Crosses,CrossAccuracy%,ThroughBalls,GoalsPerMatch,HeadedGoals,GoalsWithRightFoot,GoalsWithLeftFoot,PenaltiesScored,FreekicksScored,Shots,ShotsOnTarget,ShootingAccuracy%,HitWoodwork,BigChancesMissed,Offsides
Adam  Davies ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wes  Foderingham ,30,3,23,133,0,11,26,5,0,101,262,1,79,5,1,2,0,1,0,0,943,31.43,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan  Amissah ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivo  Grbic ,9,0,6,37,0,5,8,1,0,25,89,0,25,1,0,1,0,0,0,0,271,30.11,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George  Baldock ,13,1,8,0,0,0,0,0,0,0,0,0,21,0,0,4,0,19,0,1,319,24.54,13,18,56%,0,0,10,30,16,0,44,51,54,6,15,13,1,18,22%,0,0,0,0,0,0,0,0,0,0,0,0,1
Chris  Basham ,8,0,7,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0,0,122,15.25,4,7,29%,0,0,5,17,9,0,16,20,21,3,8,8,0,4,0%,0,0,0,0,0,0,0,0,0,0,0,0,2
John  Egan ,6,0,5,0,0,0,0,0,0,0,0,0,17,0,0,2,0,6,0,0,183,30.50,5,6,67%,0,1,13,39,10,0,21,21,21,0,14,9,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Max  Lowe ,10,2,7,0,0,0,0,0,0,0,0,0,12,0,0,1,0,7,0,1,107,10.70,4,21,48%,0,2,5,14,3,0,7,31,28,2,5,11,1,8,13%,0,0,0,0,0,0,0,0,0,0,0,0,1
Anel  Ahmedhodzic ,31,2,24,0,0,0,0,0,0,0,0,1,89,1,0,9,1,34,2,0,955,30.81,47,64,56%,2,4,34,134,42,0,106,139,108,11,51,36,1,6,17%,1,0,1,1,0,0,0,0,0,0,1,0,2
Jack  Robinson ,34,3,24,0,0,0,0,0,0,0,0,1,83,0,2,10,0,19,1,1,"1,064",31.29,72,43,65%,2,4,33,127,56,2,135,133,85,5,70,45,1,12,33%,1,0,0,0,1,0,0,0,0,0,0,0,1
Jayden  Bogle ,34,3,25,0,0,0,0,0,0,0,0,1,79,0,1,9,0,38,3,0,772,22.71,34,66,55%,1,10,32,86,49,0,139,163,154,25,50,28,0,40,25%,1,0,0,3,0,0,0,0,0,0,0,0,4
Rhys  Norrington-Davies ,5,1,3,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0,0,54,10.80,1,1,100%,0,0,1,2,1,0,4,4,7,1,1,1,0,2,0%,0,0,0,0,0,0,0,0,0,0,0,0,1
Jili  Buyabu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Yasser  Larouci ,11,0,9,0,0,0,0,0,0,0,0,0,11,0,0,1,0,5,0,0,165,15.00,2,17,53%,0,2,7,20,10,0,34,33,25,10,1,4,1,6,0%,0,0,0,0,0,0,0,0,0,0,0,0,1
Auston  Trusty ,32,2,24,0,0,0,0,0,0,0,0,1,81,1,0,4,0,23,0,0,846,26.44,38,47,64%,3,1,35,145,82,1,89,127,104,6,63,51,3,5,40%,0,0,0,0,0,0,0,0,0,0,1,0,3
Evan  Easton ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason  Holgate ,10,1,7,0,0,0,0,0,0,0,0,0,22,0,0,3,1,8,0,0,165,16.50,10,12,58%,0,1,11,39,21,0,30,26,24,1,9,7,1,7,29%,0,0,0,0,0,0,0,0,0,0,1,0,0
Sam  Curtis ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.00,0,1,0%,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Dovydas  Sasnauskas ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver  Norwood ,27,2,19,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,1,0,855,31.67,68,41,63%,0,4,21,36,14,0,98,65,63,1,14,17,1,52,31%,2,0.04,0,1,0,1,0,15,6,40%,0,0,0
Ben  Osborn ,24,2,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,2,506,21.08,23,22,41%,0,3,8,26,13,0,80,44,55,7,6,22,1,47,21%,1,0.00,0,0,0,0,0,4,0,0%,0,0,1
Oliver  Arblaster ,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,428,35.67,21,23,61%,0,0,15,8,1,0,52,61,47,17,9,15,1,7,0%,0,0.00,0,0,0,0,0,1,1,100%,0,0,0
Andre  Brooks ,20,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,248,12.40,3,22,59%,0,3,14,14,2,0,45,54,67,12,11,14,0,8,0%,0,0.00,0,0,0,0,0,9,2,22%,0,1,0
Anis  Ben Slimane ,15,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,136,9.07,2,11,55%,0,2,5,7,3,0,35,26,56,2,7,18,0,0,0%,1,0.00,0,0,0,0,0,8,3,38%,0,2,2
Vinicius  Souza ,36,3,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,1,0,979,27.19,39,125,61%,0,4,32,75,49,0,153,220,152,17,67,41,0,10,20%,0,0.03,0,1,0,0,0,14,6,43%,0,0,2
Gustavo  Hamer ,36,3,26,0,0,0,0,0,0,0,0,0,0,0,0,9,0,50,4,6,982,27.28,42,39,54%,0,15,29,32,11,0,162,90,154,28,6,16,10,115,29%,5,0.11,0,3,1,0,0,49,15,31%,0,1,6
Tom  Davies ,9,1,7,0,0,0,0,0,0,0,0,0,0,1,0,2,0,7,0,0,92,10.22,2,10,50%,0,2,3,5,2,0,21,17,24,2,3,3,0,4,0%,1,0.00,0,0,0,0,0,4,1,25%,0,0,0
James  McAtee ,31,4,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,3,3,489,15.77,7,32,66%,0,8,11,15,4,0,96,104,156,33,12,31,4,36,25%,6,0.10,0,1,2,1,0,26,9,35%,0,2,1
Ryan  Oné ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Sydie  Peck ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Owen  Hampson ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Rhian  Brewster ,13,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,73,5.62,0,5,0,0,1,1,2,2,0,0,0,0,0,0,0,0,3,0,0,0.00,0,0,0,0,0,7,3,43%,0,0,1
Oliver  McBurnie ,21,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,2,19,6,3,398,18.95,0,17,0,0,6,5,28,26,0,0,0,0,0,0,0,3,5,0,0,0.29,1,4,1,2,0,33,17,52%,2,7,4
William  Osula ,21,1,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,90,4.29,0,2,0,0,6,2,9,3,0,0,0,0,0,0,0,1,2,0,0,0.00,0,0,0,0,0,21,8,38%,0,2,6
Daniel  Jebbison ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Cameron  Archer ,30,4,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,4,1,333,11.10,0,18,0,0,15,1,9,3,0,0,0,0,0,0,0,6,5,0,0,0.13,0,4,0,0,0,42,11,26%,1,6,13
Ben  Brereton ,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,1,253,18.07,0,9,0,0,9,3,11,4,0,0,0,0,0,0,0,3,9,0,0,0.43,1,5,0,1,0,35,19,54%,1,5,11
Billy  Blacker ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Louie  Marsh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Fraser  Forster ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon  Austin ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie  Whiteman ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guglielmo  Vicario ,38,20,12,110,0,15,30,2,0,193,201,7,61,0,0,2,0,0,0,0,"1,371",36.08,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson  Royal ,22,11,8,0,0,0,0,0,0,0,0,0,31,0,0,4,0,14,1,0,948,43.09,19,36,67%,0,1,20,45,24,0,82,99,75,10,16,22,1,14,14%,1,0,0,1,0,0,0,0,0,0,0,0,0
Cristian  Romero ,33,19,9,0,0,0,0,0,0,0,0,7,42,0,1,7,1,31,5,0,"2,586",78.36,60,66,61%,3,4,44,100,57,1,189,182,86,5,90,39,1,3,0%,6,0,3,2,0,0,0,0,0,0,2,0,1
Ben  Davies ,17,10,6,0,0,0,0,0,0,0,0,1,21,0,0,2,0,8,1,0,812,47.76,31,24,71%,0,1,10,35,20,0,53,76,43,4,29,21,0,10,10%,3,0,1,0,0,0,0,0,0,0,0,0,0
Alfie  Dorrington ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro  Porro ,35,19,11,0,0,0,0,0,0,0,0,5,54,1,0,3,0,37,3,7,"1,865",53.29,77,91,69%,1,15,34,80,32,0,199,159,147,26,17,14,13,198,19%,14,0,0,3,0,0,0,0,0,0,2,0,1
Destiny  Udogie ,28,16,6,0,0,0,0,0,0,0,0,2,40,3,0,5,1,51,2,3,"1,214",43.36,7,68,49%,1,2,37,67,40,0,169,150,151,24,22,27,3,22,5%,0,0,0,0,2,0,0,0,0,0,0,0,3
Ashley  Phillips ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Micky  van de Ven ,27,15,7,0,0,0,0,0,0,0,0,5,38,0,0,5,0,13,3,0,"1,783",66.04,41,49,71%,4,1,18,71,34,1,144,119,84,15,38,41,0,3,0%,0,0,0,0,3,0,0,0,0,0,0,0,1
Radu  Dragusin ,9,5,2,0,0,0,0,0,0,0,0,1,7,0,0,1,0,6,0,0,369,41.00,6,5,60%,0,0,8,18,11,0,21,19,14,1,9,6,0,0,0%,1,0,0,0,0,0,0,0,0,0,0,0,1
Oliver  Skipp ,21,12,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,373,17.76,14,18,67%,0,3,3,6,5,0,36,35,32,2,4,10,0,1,100%,1,0.00,0,0,0,0,0,4,1,25%,0,1,0
Pierre-Emile  Højbjerg ,36,20,11,0,0,0,0,0,0,0,0,0,0,1,0,4,0,20,0,0,"1,383",38.42,75,32,56%,0,8,19,27,12,0,121,69,72,12,8,13,3,14,7%,2,0.00,0,0,0,0,0,19,6,32%,1,0,0
Ryan  Sessegnon ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Pape  Sarr ,34,19,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,32,3,3,"1,313",38.62,28,34,71%,0,11,31,28,19,0,144,94,111,19,24,27,2,25,20%,6,0.09,0,1,2,0,0,36,14,39%,1,3,0
Rodrigo  Bentancur ,23,10,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,1,1,787,34.22,20,23,65%,0,5,17,16,9,0,54,65,83,11,14,22,0,9,11%,4,0.04,0,0,1,0,0,18,5,28%,1,1,0
Yves  Bissouma ,28,15,9,0,0,0,0,0,0,0,0,0,0,1,0,9,2,35,0,0,"1,834",65.50,42,80,65%,0,6,37,42,33,0,128,152,111,27,14,15,0,1,0%,3,0.00,0,0,0,0,0,24,5,21%,0,1,0
Alfie  Devine ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Dejan  Kulusevski ,36,19,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,54,8,3,"1,132",31.44,16,62,53%,0,26,18,1,1,0,133,152,240,54,7,15,14,89,25%,12,0.22,1,3,4,0,0,57,24,42%,1,4,10
James  Maddison ,28,16,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,4,9,"1,346",48.07,43,33,58%,0,19,13,8,3,0,60,142,108,32,3,6,11,133,17%,14,0.14,0,3,1,0,0,58,23,40%,0,4,2
Giovani  Lo Celso ,22,9,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,2,2,483,21.95,18,22,59%,0,4,5,2,1,0,46,57,32,8,1,5,1,13,38%,2,0.09,0,0,2,0,0,13,6,46%,1,0,1
Mikey  Moore ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2.50,0,0,0%,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Tyrese  Hall ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Son  Heung-Min ,35,19,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,17,10,"1,025",29.29,0,21,0,0,22,8,4,1,0,0,0,0,0,0,0,20,36,0,0,0.49,0,13,4,2,0,85,40,47%,4,7,20
 Richarlison ,28,15,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,11,4,374,13.36,0,16,0,0,15,8,23,16,0,0,0,0,0,0,0,3,14,0,0,0.39,3,4,4,0,0,62,25,40%,1,7,12
Jamie  Donley ,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.33,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Bryan  Gil ,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,144,13.09,0,1,0,0,0,3,4,1,0,0,0,0,0,0,0,0,11,0,0,0.00,0,0,0,0,0,4,1,25%,1,1,1
Manor  Solomon ,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,85,17.00,0,3,0,0,3,3,1,1,0,0,0,0,0,0,0,1,5,0,0,0.00,0,0,0,0,0,7,1,14%,0,0,1
Brennan  Johnson ,35,16,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,5,10,701,20.03,0,30,0,0,14,10,9,4,0,0,0,0,0,0,0,12,70,0,0,0.14,0,4,1,0,0,53,21,40%,2,17,13
Yago  Santiago ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Dane  Scarlett ,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Timo  Werner ,13,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,323,24.85,0,7,0,0,11,3,1,0,0,0,0,0,0,0,0,3,28,0,0,0.15,0,2,0,0,0,29,7,24%,1,5,12
Lukasz  Fabianski ,10,3,5,33,0,5,8,1,0,44,56,1,21,0,0,0,0,0,0,0,194,19.40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alphonse  Areola ,31,11,11,138,2,11,20,4,0,144,219,4,53,0,1,1,0,2,0,0,718,23.16,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph  Anang ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob  Knightbridge ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben  Johnson ,14,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,262,18.71,14,11,64%,0,2,5,13,6,0,49,36,42,11,7,12,0,31,3%,0,0.00,0,0,0,0,0,6,2,33%,0,0,1
Aaron  Cresswell ,11,3,6,0,0,0,0,0,0,0,0,0,11,0,0,1,0,2,0,0,247,22.45,14,3,67%,0,0,3,7,3,0,18,12,7,0,6,3,1,11,36%,0,0,0,0,0,0,0,0,0,0,0,0,1
Kurt  Zouma ,33,13,13,0,0,0,0,0,0,0,0,3,63,0,0,3,0,24,3,0,"1,143",34.64,69,23,74%,1,4,29,158,73,0,95,89,76,2,58,43,0,0,0%,1,0,3,0,0,0,0,0,0,0,0,0,0
Vladimír  Coufal ,36,14,14,0,0,0,0,0,0,0,0,3,69,0,0,5,1,32,0,7,"1,229",34.14,39,64,64%,0,2,43,83,48,0,154,142,137,12,40,37,6,106,24%,2,0,0,0,0,0,0,0,0,0,1,0,1
Angelo  Ogbonna ,11,6,3,0,0,0,0,0,0,0,0,2,14,0,0,1,0,1,0,0,214,19.45,9,11,45%,0,0,3,29,14,0,10,27,9,1,12,7,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Nayef  Aguerd ,21,7,10,0,0,0,0,0,0,0,0,2,44,0,0,1,1,10,1,0,"1,164",55.43,104,26,54%,0,3,17,80,39,1,102,83,52,3,48,33,0,5,0%,1,0,1,0,0,0,0,0,0,0,0,0,0
 Emerson ,36,14,13,0,0,0,0,0,0,0,0,5,67,0,1,10,0,32,1,2,"1,434",39.83,42,106,64%,1,5,43,88,45,2,142,188,137,24,25,23,2,49,20%,2,0,0,0,1,0,0,0,0,0,1,0,1
Levi  Laing ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaelan  Casey ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstantinos  Mavropanos ,19,6,6,0,0,0,0,0,0,0,0,3,27,2,2,2,0,15,1,0,627,33.00,40,28,57%,2,1,23,78,31,0,70,84,44,2,44,24,0,1,0%,1,0,1,0,0,0,0,0,0,0,0,0,0
Lucas  Paquetá ,31,14,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,47,4,6,"1,411",45.52,70,71,68%,0,5,21,25,20,0,194,237,239,41,61,60,12,35,29%,30,0.13,0,0,4,2,0,42,11,26%,2,3,5
Tomás  Soucek ,37,13,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,41,7,2,947,25.59,31,53,66%,0,8,37,107,60,0,151,189,161,4,108,81,4,6,33%,2,0.19,1,4,2,0,0,43,15,35%,1,11,10
Kamarai  Simon-Swyer ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
George  Earthy ,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17,5.67,0,0,0%,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0%,0,0.33,0,1,0,0,0,1,1,100%,0,0,0
Edson  Álvarez ,31,13,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,33,1,1,"1,195",38.55,60,80,49%,0,8,42,70,36,0,164,152,146,27,30,36,0,4,25%,2,0.03,0,1,0,0,0,17,3,18%,0,0,1
James  Ward-Prowse ,37,14,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,7,7,"1,472",39.78,50,45,64%,0,13,38,44,23,0,145,102,100,11,26,33,12,189,34%,2,0.19,1,5,1,2,0,44,18,41%,1,1,0
Mohammed  Kudus ,33,12,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,39,8,6,773,23.42,44,65,72%,0,24,11,8,0,0,212,279,252,124,15,29,5,94,22%,3,0.24,0,4,4,0,0,67,17,25%,2,4,16
Kalvin  Phillips ,12,4,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,17,0,0,243,20.25,13,14,64%,0,1,6,4,2,0,31,30,33,2,7,1,0,3,33%,1,0.00,0,0,0,0,0,5,2,40%,0,0,0
Michail  Antonio ,26,9,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25,6,2,268,10.31,0,15,0,0,6,4,4,3,0,0,0,0,0,0,0,1,27,0,0,0.23,2,4,0,0,0,30,14,47%,0,6,9
Maxwel  Cornet ,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,48,6.86,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0.14,0,0,1,0,0,4,1,25%,0,0,3
Danny  Ings ,20,5,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,105,5.25,0,6,0,0,5,3,6,4,0,0,0,0,0,0,0,0,1,0,0,0.05,0,1,0,0,0,12,4,33%,1,1,1
Jarrod  Bowen ,34,13,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,16,6,622,18.29,0,42,0,0,20,19,12,9,0,0,0,0,0,0,0,12,75,0,0,0.47,5,3,8,0,0,84,37,44%,5,13,20
Divin  Mubama ,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,4.40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,1,0,0%,0,0,0
José  Sá ,35,12,16,134,0,9,37,6,0,190,253,4,58,3,0,1,0,0,0,1,904,25.83,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan  Bentley ,5,1,4,8,0,2,0,0,0,9,33,1,7,0,0,0,0,0,0,0,135,27.00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom  King ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayan  Aït-Nouri ,33,12,17,0,0,0,0,0,0,0,0,0,43,0,0,7,0,25,2,1,"1,038",31.45,23,71,62%,0,5,15,31,15,1,136,207,166,62,21,25,3,41,20%,2,0,1,1,0,0,0,0,0,0,0,0,8
Craig  Dawson ,25,10,10,0,0,0,0,0,0,0,0,5,38,0,0,7,0,20,1,1,"1,272",50.88,100,30,67%,0,3,16,119,65,2,100,111,66,3,63,32,2,1,0%,2,0,0,1,0,0,0,0,0,0,0,0,4
Nélson  Semedo ,36,12,17,0,0,0,0,0,0,0,0,4,60,0,0,11,1,48,0,1,"1,516",42.11,48,79,61%,0,7,36,78,35,0,188,182,166,51,22,28,2,80,16%,2,0,0,0,0,0,0,0,0,0,0,0,1
Maximilian  Kilman ,38,13,18,0,0,0,0,0,0,0,0,5,65,0,0,7,0,38,2,0,"2,286",60.16,144,47,45%,0,2,39,179,101,3,177,161,94,10,89,36,4,6,17%,2,0,0,0,2,0,0,0,0,0,0,0,2
Toti  Gomes ,35,13,15,0,0,0,0,0,0,0,0,4,49,0,0,7,0,38,1,3,"1,713",48.94,46,44,57%,0,2,26,87,41,3,136,136,91,23,56,32,2,13,8%,1,0,1,0,0,0,0,0,0,0,0,0,2
Hugo  Bueno ,22,7,11,0,0,0,0,0,0,0,0,0,16,0,1,1,0,7,0,0,330,15.00,4,21,67%,0,4,6,20,11,0,37,44,50,8,9,12,2,29,34%,0,0,0,0,0,0,0,0,0,0,0,0,1
Matt  Doherty ,30,12,12,0,0,0,0,0,0,0,0,1,21,0,0,2,0,13,1,0,564,18.80,29,31,58%,1,1,7,37,29,0,65,86,68,6,38,34,3,13,8%,0,0,0,1,0,0,0,0,0,0,1,0,5
Santiago  Bueno ,12,3,7,0,0,0,0,0,0,0,0,0,18,0,0,1,0,10,0,0,476,39.67,14,13,54%,0,0,6,33,19,0,30,34,44,1,16,26,0,2,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
